source_task,family,work_type,criterion_id,criterion_title,reference_fragment,source_files,compiler_discrimination,review_status,review_notes
intellectual-property/draft-joint-development-agreement,standard,draft,C-008,Development Term is 36 months,Development Term | 36 months,gri-negotiation-notes.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-joint-development-agreement,standard,draft,C-030,JSC deadlock escalation procedure,30 business days,agrotech-jda-redacted.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-joint-development-agreement,standard,draft,C-051,Budget overrun threshold at 15% requiring JSC approval,15%,gri-negotiation-notes.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-contract-amendment,standard,review,C-016,ISSUE_004: Identifies 20% shortfall threshold should be 10%,20% | 10%,procurement-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-contract-amendment,standard,review,C-019,"ISSUE_005: References $7,500,000 playbook absolute floor for liability cap","$7,500,000",procurement-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-data-processing-addendum,standard,draft,C-004,ISSUE_001: Redline changes breach trigger from 'confirmed' to 'becoming aware',becoming aware,volantis-dpa-playbook-v4.2.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-data-processing-addendum,standard,draft,C-012,ISSUE_003: Redline requires 30 days' prior written notice for new sub-processors,30 calendar days,volantis-dpa-playbook-v4.2.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-data-processing-addendum,standard,draft,C-024,"ISSUE_005: Redline requires EU SCCs (Module 2, Controller-to-Processor)",Standard Contractual Clauses,axiom-dpa-v3.1.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-master-services-agreement,standard,review,C-011,ISSUE_003: Proposes broadened Customer Data definition,Customer Data,moss-to-tillery-email.eml,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-master-services-agreement,standard,review,C-030,ISSUE_010: Flags E&O insurance below Playbook minimum ($5M),$1M | $5M,vendor-comparison-matrix.xlsx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-master-services-agreement,standard,review,C-055,ISSUE_018: Flags overbroad Pinnacle indemnification,s use of the Services,pinnacle-contracting-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-saas-agreement,standard,review,C-036,ISSUE_011: Identifies excessive 8% price escalation cap,8%,helix-saas-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-saas-agreement,standard,review,C-062,ISSUE_018: Adds termination for convenience with 90 days' notice,90 days,crestline-security-assessment.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-supply-agreement,standard,draft,C-050,ISSUE_014: Proposes CISG exclusion,International Sale of Goods,vantage-procurement-playbook-v4-2.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-counterparty-supply-agreement,standard,draft,C-058,ISSUE_004: Correctly calculates effective liability cap as $500K,"$500,000 | 6 months",koronis-proposed-msa.docx | koronis-supplier-risk-assessment.xlsx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-ip-assignment-agreement,standard,review,C-046,Correctly identifies NorthPeak Research Partners as third-party licensor,NorthPeak Research Partners,internal-deal-terms-memo.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-joint-development-agreement,standard,review,C-027,ISSUE_010: Proposes field-of-use limit on license-back,Section 4.3 | Integrated Product,cascadia-draft-jda.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-joint-development-agreement,standard,review,C-046,Deliverable includes Strategic Cover Memo addressed to Claire Dumont,Claire Dumont,cascadia-draft-jda.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-markup-of-saas-subscription-agreement,standard,draft,C-006,ISSUE_002: Identifies vendor sole ownership of Derived Data as problematic,sole and exclusive ownership | Derived Data,cloudbright-saas-agreement-vendor-paper.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement,standard,draft,C-038,Implementation services fee correct,"$1,850,000",negotiated-business-terms.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement,standard,draft,C-041,Payment terms Net 45 correctly stated,45 days,greystone-contracting-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement,standard,draft,C-055,Liability cap carve-out for breaches of the BAA,Business Associate Agreement,cirrus-vendor-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement,standard,draft,C-087,Both deliverable files produced,Master Services Agreement,cirrus-vendor-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement-from-term-sheet-and-deal-points,standard,draft,C-013,ISSUE_006: Identifies joint IP ownership ambiguity,jointly developed innovations,deal-points-memo.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement-from-term-sheet-and-deal-points,standard,draft,C-037,MSA Workstream 1 SOW includes correct milestone payment amounts,"$850,000 | $1,275,000",arcwell-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement-from-term-sheet-and-deal-points,standard,draft,C-040,"MSA includes Workstream 3 SOW with monthly retainer of $375,000","$375,000",arcwell-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement-from-term-sheet-and-deal-points,standard,draft,C-042,MSA Workstream 3 SOW includes 99.95% uptime SLA,99.95%,arcwell-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement-from-term-sheet-and-deal-points,standard,draft,C-065,MSA identifies Key Personnel by name,Key Personnel | Rajiv Tamboli | Maya Prescott | Adrian Foss,arcwell-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-master-services-agreement-from-term-sheet-and-deal-points,standard,draft,C-089,MSA references SentinelForge as a Provider Tool,Provider Tool,arcwell-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-for-enhanced-damages,standard,draft,C-001,"Pre-suit knowledge: June 7, 2019 licensing letter referenced","June 7, 2019 | PressureEdge Pro",discovery-sanctions-order.docx | grayfield-fto-opinion.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-for-enhanced-damages,standard,draft,C-047,Licensing program disruption: $6.8M in suspended royalty income,$6.8 million,trial-transcript-excerpts.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-in-limine,standard,draft,C-001,Caption includes correct case name,"Oakridge Custom Fabrication, Inc. v. Pinnacle Industrial Coatings, LLC",amended-complaint.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-in-limine,standard,draft,C-035,Messina testimony: Notes testimony does not address specific acts related to Pinnacle coatings,ThermaShield Pro,amended-complaint.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-in-limine,standard,draft,C-038,Messina testimony: Identifies Messina's wrongful termination lawsuit,Gary Messina | 2021,amended-complaint.docx | joint-pretrial-statement.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-in-limine,standard,draft,C-043,Correct identification of Pinnacle as Defendant,Pinnacle Industrial Coatings,amended-complaint.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-in-limine,standard,draft,C-047,"Factual accuracy: Number of failed cabinets (2,316)","2,316",amended-complaint.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-compel-production-of-source-code-and-technical-documents,standard,draft,C-007,Motion addressed to Magistrate Judge Robert Aoki,Magistrate Judge Robert Aoki,kowalski-declaration.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-compel-production-of-source-code-and-technical-documents,standard,draft,C-018,ISSUE_003: Identifies deficiencies in privilege log for RFP 19,Legal Memo,meet-confer-letter.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-compel-production-of-source-code-and-technical-documents,standard,draft,C-025,ISSUE_006: Argues burden is proportional given PrismaTech's resources,$62 million | Series C,meet-confer-letter.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-compel-production-of-source-code-and-technical-documents,standard,draft,C-049,Cites FRCP 37(a) as basis for the motion,Federal Rule of Civil Procedure,meet-confer-letter.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-dismiss-federal-trade-secret-misappropriation-complaint,standard,draft,C-035,ISSUE_008: Argues complaint's own timeline supports independent development,VX-900 | 2020,cease-and-desist-letter.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-dismiss-federal-trade-secret-misappropriation-complaint,standard,draft,C-046,Does not improperly cite Vertex internal memo as evidence,VX-900 Development,cease-and-desist-letter.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-motion-to-dismiss-patent-infringement-complaint,standard,draft,C-005,Introduction references § 101 patent ineligibility as a ground for dismissal,§ 101,client-intake-memo.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-open-source-compliance-policy,standard,draft,C-014,ISSUE_005: AGPL-3.0 network copyleft risk for SaaS specifically addressed,AGPL-3.0 Section,redstone-sca-report.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-open-source-compliance-policy,standard,draft,C-015,ISSUE_006: Customer contract IP warranty review procedures,Meridian Automotive Group MSA,redstone-sca-report.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-open-source-compliance-policy,standard,draft,C-022,ISSUE_009: EU Cyber Resilience Act SBOM requirements addressed,EU Cyber Resilience Act | 2026,haddad-moy-engagement-email.eml,reference_passes;corrupted_fails,,
intellectual-property/draft-opposition-to-summary-judgment,standard,draft,C-008,Hindsight reconstruction argument raised against Cho+Petermann+Nakamura combination,Luminar Dynamics,anand-deposition-excerpts.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-opposition-to-summary-judgment,standard,draft,C-032,Correct case number and court identification,Case No | cv-00417 | United States District Court | Eastern District of Texas,anand-deposition-excerpts.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-platform-renewal,standard,draft,C-009,ISSUE_004: Order Form includes Revenue Cycle at $84.55/user/month,Order Form | Meridian Revenue Cycle | $84.55,crestline-renewal-proposal.docx | negotiation-email-thread.eml,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-platform-renewal,standard,draft,C-025,"Correct Meridian Core annual fee for first 500 users ($846,720)","Order Form | Meridian Core | $846,720",crestline-renewal-proposal.docx | ridgeline-benchmark-report.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-platform-renewal,standard,draft,C-050,"Critical Incident Response SLA: 2% credit per incident, capped at 10%",Order Form | 2% | 10%,crestline-renewal-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-platform-renewal,standard,draft,C-052,Subscription fees invoiced quarterly in advance,Order Form,crestline-renewal-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-platform-renewal,standard,draft,C-056,Order Form lists Crestline Meridian Insights module,Order Form | Crestline Meridian Insights,crestline-renewal-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-procurement,standard,draft,C-018,ISSUE_008: Order Form references executed DPA by date,"Order Form | Data Processing Addendum | January 15, 2025",data-processing-addendum.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-procurement,standard,draft,C-021,ISSUE_009: Order Form clarifies escalation applies only to License and Support fees,Order Form | 3.5% | Platform License Fee | Annual Support & Maintenance Fee,data-processing-addendum.docx | master-services-agreement.docx | pricing-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-procurement,standard,draft,C-043,Order Form includes termination for convenience after first 24 months,Order Form | 24 months,data-processing-addendum.docx | pricing-proposal.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-procurement,standard,draft,C-052,Order Form includes order-of-precedence / supersession language,Order Form,data-processing-addendum.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-order-form-for-enterprise-saas-procurement,standard,draft,C-061,Order Form deliverable is produced,Order Form,data-processing-addendum.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-post,standard,draft,C-014,ISSUE_006: Brief uses Tanaka background in balance-of-hardships/equities,Dr. Tanaka's,defendant-pre-hearing-brief.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-post,standard,draft,C-043,"Proposed order identifies correct parties, case number, and court",Vertex Microelectronics | Inc. v. Pinnacle Semiconductor Corp | cv-00847 | Eastern District of Texas,defendant-pre-hearing-brief.docx | hearing-transcript-day1.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-proposed-claim-construction-order,standard,draft,C-040,"Correct patent number: U.S. Patent No. 10,847,231","U.S. Patent No | 10,847,231",chambers-order-instructions.eml,reference_passes;corrupted_fails,,
intellectual-property/draft-responses-to-discovery-requests,standard,draft,C-026,ISSUE_007: No knowledge of '663 Patent before complaint,Interrogatory No,asr-discovery-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-responses-to-discovery-requests,standard,draft,C-030,ISSUE_009: Work product objection for RFP 9 and/or RFP 16,RFP No,terravolt-litigation-fact-memo.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-responses-to-discovery-requests,standard,draft,C-044,'Subject to and without waiving' language used in responses,subject to and without waiving,asr-discovery-playbook.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-saas-subscription-agreement,standard,draft,C-035,"Correct Tier 3 annual subtotal ($207,000)","$207,000",executed-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-saas-subscription-agreement,standard,draft,C-042,"Initial subscription term: 5 years (Sept 1, 2025 – Aug 31, 2030)","5 years | September 1, 2025 | August 31, 2030",executed-term-sheet.docx | veritas-proposal-response.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-saas-subscription-agreement,standard,draft,C-070,"Insurance requirement: Cyber/Technology E&O $10,000,000 aggregate","$10,000,000",executed-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-source-code-escrow-agreement,standard,draft,C-039,Governing law is New York,New York,msla-excerpts.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-statement-of-work-for-enterprise-cloud-migration-services,standard,draft,C-006,Memo flags that CloudBridge proposal fails to separately address 42 CFR Part 2,CFR Part,cloudbridge-rfp-response.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-statement-of-work-for-enterprise-cloud-migration-services,standard,draft,C-069,SOW includes Phase 3 milestone trigger for data migration validation,99.97%,pinnacle-project-charter.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-technology-license-agreement,standard,draft,C-007,ISSUE_004: GDPR DPA requirement identified,Data Processing Agreement | GDPR Article,licensing-playbook-excerpt.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-technology-license-agreement,standard,draft,C-031,"Autonomous Driving Field limited to vehicles ≤3,500 kg","Autonomous Driving Field | 3,500",executed-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-vendor-onboarding-questionnaire,standard,draft,C-005,VOQ specifies $10M cyber liability minimum for Tier 1 vendors,$10M | 2024 | Commercial Insurance Standards,anti-corruption-policy-excerpt.docx | commercial-insurance-standards.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-vendor-onboarding-questionnaire,standard,draft,C-016,ISSUE_005: VOQ requests SOC 2 Type II reports,Type II,board-resolution-2024-07.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-vendor-onboarding-questionnaire,standard,draft,C-040,VOQ includes BCP/DRP section with RTO/RPO questions,RTO and RPO,ciso-bcp-drp-requirements.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-vendor-onboarding-questionnaire,standard,draft,C-053,VOQ asks whether vendor will process PHI and requires BAA execution,Business Associate Agreement,board-resolution-2024-07.docx,reference_passes;corrupted_fails,,
intellectual-property/draft-vendor-onboarding-questionnaire,standard,draft,C-070,VOQ specifies Professional Liability/E&O insurance minimum of $5M for Tier 1,Professional Liability/E&O | $5M,commercial-insurance-standards.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-disputed-claim-terms-from-joint-statement,standard,analyze,C-059,Cross-term dependencies identified between Terms 8 and 9,channel interference score,asserted-claims-chart.xlsx,reference_passes;corrupted_fails,,
intellectual-property/extract-domestic-industry-facts-from-domestic-industry-exhibits,standard,analyze,C-036,LP-5520 U.S. revenue: FY2022 $8.4M,$8.4M,hualink-motion-summary-determination.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-domestic-industry-facts-from-domestic-industry-exhibits,standard,analyze,C-043,"Technical prong: LP-5500 practices claims of '338 patent (claims 1, 5, 8, 12)",Dr. Prescott | LP-5500,castellano-declaration.docx | hualink-motion-summary-determination.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-domestic-industry-facts-from-domestic-industry-exhibits,standard,analyze,C-047,"Technical prong: LP-5520 practices claims of '711 patent (claims 1, 14, 22)",Dr. Prescott | LP-5520,castellano-declaration.docx | hualink-motion-summary-determination.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-domestic-industry-facts-from-domestic-industry-exhibits,standard,analyze,C-086,Both LP-5500 and LP-5520 have cross-coupled flying capacitor charge pumps,LP-5500 and LP-5520,castellano-declaration.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-domestic-industry-facts-from-domestic-industry-exhibits,standard,analyze,C-087,Asserted patents correctly identified with numbers and short titles,"U.S. Patent No | 9,412,338 | 10,187,054 | 10,923,711",castellano-declaration.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-filing-dates-from-patent-schedule,standard,analyze,C-026,"Correct status for GLT-PAT-001: EP 3,261,045 granted","3,261,045 | January 8, 2022",draft-apa-patent-schedule-exhibit-a.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-filing-dates-from-patent-schedule,standard,analyze,C-027,"Correct status for GLT-PAT-001: CN 107,531,672 granted","107,531,672 | June 15, 2021",greenleaf-internal-patent-tracker.xlsx,reference_passes;corrupted_fails,,
intellectual-property/extract-filing-dates-from-patent-schedule,standard,analyze,C-031,GLT-PAT-014 priority chain relationship to GLT-PAT-001 noted,PAT-014 | PAT-001,draft-apa-patent-schedule-exhibit-a.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-filing-dates-from-patent-schedule,standard,analyze,C-035,"Issued US patents include US 10,234,567 (GLT-PAT-001) and US 10,441,589 (GLT-PAT-002)","10,234,567 | 10,441,589",draft-apa-patent-schedule-exhibit-a.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-010,Extracts equity investment price per share and share count,"$14.50 | 1,724,138",kyros-helix-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-019,Extracts royalty tier: 7.5% on net sales from $500M to $1B,7.5% | $500M | $1B,internal-email-thread.eml | kyros-helix-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-022,Extracts post-royalty step-down provision,50%,kyros-helix-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-031,Extracts JDC governance structure,Joint Development Committee,kyros-helix-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-035,Extracts binding arbitration for unresolved deadlocks,New York,kyros-helix-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-064,ISSUE_002: Flags Orionis pre-existing license conflict,"U.S. Patent No | 11,234,567 | Orionis BioSystems",helix-patent-portfolio-summary.xlsx,reference_passes;corrupted_fails,,
intellectual-property/extract-ip-tech-transactions,standard,analyze,C-081,Mathematical verification: equity share calculation confirmed,"$25,000,000 | $14.50 | 1,724,138",kyros-helix-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-obligations-from-executed-master-services-agreement,standard,analyze,C-015,Correctly extracts TCV as $78.4M over 7 years,Total Contract Value | $78.4 million,executed-msa.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-obligations-from-executed-master-services-agreement,standard,analyze,C-037,Correctly extracts additional insured requirement for CGL and Cyber,CGL and Cyber Liability,exhibit-f-insurance.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-obligations-from-executed-master-services-agreement,standard,analyze,C-042,"Correctly extracts auto-renewal terms (2-year, 180 days' notice)",180 days,exhibit-b-pricing.xlsx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-obligations-from-executed-master-services-agreement,standard,analyze,C-046,Correctly extracts transition assistance duration (up to 12 months),12 months,exhibit-b-pricing.xlsx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-obligations-from-executed-master-services-agreement,standard,analyze,C-067,SLA termination trigger correctly extracted (<97% availability),97.0% | 30 days,executed-msa.docx | exhibit-c-sla.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-patent-specification,standard,analyze,C-014,ISSUE_003: 'Optimal task migration path' identified as disputed term,optimal task migration path,markman-strategy-email-chain.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-patent-specification,standard,analyze,C-049,Executive summary identifies means-plus-function risk for 'dynamic thermal budget allocator' as a top issue,§ 112(f) | dynamic thermal budget allocator,markman-strategy-email-chain.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-patent-specification,standard,analyze,C-050,Patentee-favorable broad construction proposed for 'thermal prediction engine',thermal prediction engine,markman-strategy-email-chain.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-patent-specification,standard,analyze,C-051,ISSUE_007: Claim differentiation doctrine referenced,preemptive task migration,markman-strategy-email-chain.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-technology-licensing-term-sheet,standard,analyze,C-006,Flags uncapped IP indemnification as risk disproportionate to Whitmore's revenue,Whitmore's IP | $47.3M,whitmore-internal-emails.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-technology-licensing-term-sheet,standard,analyze,C-032,Accurately extracts mutual liability cap amount,"$15,000,000",kbi-whitmore-term-sheet.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-technology-licensing-term-sheet,standard,analyze,C-033,Accurately extracts consequential damages exclusion with carve-outs for confidentiality and IP indemnification,Whitmore's IP,whitmore-internal-emails.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-trial-exhibit-list,standard,analyze,C-002,ISSUE_001: Recommends correcting PX-031 start Bates to TRIAXIS-00003102,PX-031 | TRIAXIS-00003102,final-pretrial-order.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-trial-exhibit-list,standard,analyze,C-005,ISSUE_003: Identifies missing 'real-time adjustment' term from PX-160,Claim Construction Order | real-time adjustment,claim-construction-order.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-trial-exhibit-list,standard,analyze,C-008,ISSUE_004: Notes risk that wrong date could indicate draft report,"October 15, 2024",joint-trial-exhibit-list.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-trial-exhibit-list,standard,analyze,C-028,"Correctly states the correct damages amount as $8,216,000","$8,216,000",final-pretrial-order.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-vendor-proposal,standard,analyze,C-008,Flags Work Product IP license terminates upon contract termination,Work Product,grayhawk-rfp-excerpt.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-key-terms-from-vendor-proposal,standard,analyze,C-044,States Recovery Point Objective (RPO) of 4 hours,Recovery Point Objective,grayhawk-rfp-excerpt.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-002,Matrix: NovaSphere licensed product identified as EHR Platform v.8.x,NovaSphere EHR Platform,novasphere-ehr-license-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-005,Matrix: NovaSphere scope includes geographic restriction (NC and SC),North Carolina and South Carolina,arcanix-clinical-ai-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-034,Matrix: CipherShield licensed product (ThreatGuard Enterprise Suite),CipherShield ThreatGuard Enterprise Suite,ciphershield-cybersecurity-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-036,Matrix: CipherShield exclusivity limited to North Carolina,North Carolina,arcanix-clinical-ai-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-041,"Matrix: CipherShield initial term (3 years, expired September 30, 2023)","September 30, 2023",ciphershield-cybersecurity-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-042,"Matrix: CipherShield auto-renewed to September 30, 2025","September 30, 2025",ciphershield-cybersecurity-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-045,Matrix: MedConnect licensor correctly identified,MedConnect Interoperability Partners,medconnect-hie-license-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-067,"Matrix: CloudBridge fees ($175,000/month minimum, $2,100,000/yr)","$175,000",cloudbridge-iaas-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-084,Matrix: Arcanix — Pinnacle's clinical data used for training becomes Arcanix model IP (Section 7.3(b)),Section 7.3(b),arcanix-clinical-ai-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-085,Matrix: Arcanix governing law is North Carolina,North Carolina,arcanix-clinical-ai-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-agreements,standard,analyze,C-117,Risk: TerraFirm Subsidiaries definition excludes post-acquisition entities (ISSUE_012),80% | Blue Ridge and Coastal Carolina,pinnacle-it-integration-memo.eml | terrafirm-compliance-license.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-014,ISSUE_007: Flags English law/LCIA arbitration as concern for Delaware/NC-based CRH,North Carolina,nexigen-cloud-services-agreement.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-024,ISSUE_012: Identifies Exhibit D has not been updated since July 2021,2021,caldwell-pryor-engagement-letter.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-050,Prismatic: Grant scope includes Foresight Engine,Foresight Engine,prismatic-analytics-tlsa.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-057,"Ridgeline: Correct execution date for Amendment No. 1 (December 15, 2021)","December 15, 2021",caldwell-pryor-engagement-letter.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-062,"Ridgeline: Correct annual maintenance ($608,000)","$608,000",ridgeline-erp-license-bundle.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-071,Nexigen: Notes US data residency restriction,United States,meridian-payments-amendment-1.docx,reference_passes;corrupted_fails,,
intellectual-property/extract-license-grant-terms-from-executed-technology-agreements,standard,analyze,C-089,"Meridian: Correct original execution date (July 22, 2021)","July 22, 2021",caldwell-pryor-engagement-letter.eml,reference_passes;corrupted_fails,,
intellectual-property/extract-open-source-license-obligations-from-targets-software-disclosure-schedule,standard,analyze,C-012,ISSUE_008: AGPL-3.0 Grafana network use trigger discussed,network use,oakmere-sca-report.docx,reference_passes;corrupted_fails,,
